Name,Type,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,url,icon
Liepard,"['Dark', '']",446,64,88,50,88,50,106,https://pokemondb.net/pokedex/liepard,https://img.pokemondb.net/sprites/sword-shield/icon/liepard.png
Pansage,"['Grass', '']",316,50,53,48,53,48,64,https://pokemondb.net/pokedex/pansage,https://img.pokemondb.net/sprites/sword-shield/icon/pansage.png
Simisage,"['Grass', '']",498,75,98,63,98,63,101,https://pokemondb.net/pokedex/simisage,https://img.pokemondb.net/sprites/sword-shield/icon/simisage.png
Pansear,"['Fire', '']",316,50,53,48,53,48,64,https://pokemondb.net/pokedex/pansear,https://img.pokemondb.net/sprites/sword-shield/icon/pansear.png
Simisear,"['Fire', '']",498,75,98,63,98,63,101,https://pokemondb.net/pokedex/simisear,https://img.pokemondb.net/sprites/sword-shield/icon/simisear.png
Panpour,"['Water', '']",316,50,53,48,53,48,64,https://pokemondb.net/pokedex/panpour,https://img.pokemondb.net/sprites/sword-shield/icon/panpour.png
Simipour,"['Water', '']",498,75,98,63,98,63,101,https://pokemondb.net/pokedex/simipour,https://img.pokemondb.net/sprites/sword-shield/icon/simipour.png
Munna,"['Psychic', '']",292,76,25,45,67,55,24,https://pokemondb.net/pokedex/munna,https://img.pokemondb.net/sprites/sword-shield/icon/munna.png
Musharna,"['Psychic', '']",487,116,55,85,107,95,29,https://pokemondb.net/pokedex/musharna,https://img.pokemondb.net/sprites/sword-shield/icon/musharna.png
Pidove,"['Normal', 'Flying']",264,50,55,50,36,30,43,https://pokemondb.net/pokedex/pidove,https://img.pokemondb.net/sprites/sword-shield/icon/pidove.png
Tranquill,"['Normal', 'Flying']",358,62,77,62,50,42,65,https://pokemondb.net/pokedex/tranquill,https://img.pokemondb.net/sprites/sword-shield/icon/tranquill.png
Unfezant,"['Normal', 'Flying']",488,80,115,80,65,55,93,https://pokemondb.net/pokedex/unfezant,https://img.pokemondb.net/sprites/sword-shield/icon/unfezant.png
Blitzle,"['Electric', '']",295,45,60,32,50,32,76,https://pokemondb.net/pokedex/blitzle,https://img.pokemondb.net/sprites/sword-shield/icon/blitzle.png
Zebstrika,"['Electric', '']",497,75,100,63,80,63,116,https://pokemondb.net/pokedex/zebstrika,https://img.pokemondb.net/sprites/sword-shield/icon/zebstrika.png
Roggenrola,"['Rock', '']",280,55,75,85,25,25,15,https://pokemondb.net/pokedex/roggenrola,https://img.pokemondb.net/sprites/sword-shield/icon/roggenrola.png
Boldore,"['Rock', '']",390,70,105,105,50,40,20,https://pokemondb.net/pokedex/boldore,https://img.pokemondb.net/sprites/sword-shield/icon/boldore.png
Gigalith,"['Rock', '']",515,85,135,130,60,80,25,https://pokemondb.net/pokedex/gigalith,https://img.pokemondb.net/sprites/sword-shield/icon/gigalith.png
Woobat,"['Psychic', 'Flying']",323,65,45,43,55,43,72,https://pokemondb.net/pokedex/woobat,https://img.pokemondb.net/sprites/sword-shield/icon/woobat.png
Swoobat,"['Psychic', 'Flying']",425,67,57,55,77,55,114,https://pokemondb.net/pokedex/swoobat,https://img.pokemondb.net/sprites/sword-shield/icon/swoobat.png
Drilbur,"['Ground', '']",328,60,85,40,30,45,68,https://pokemondb.net/pokedex/drilbur,https://img.pokemondb.net/sprites/sword-shield/icon/drilbur.png
Excadrill,"['Ground', 'Steel']",508,110,135,60,50,65,88,https://pokemondb.net/pokedex/excadrill,https://img.pokemondb.net/sprites/sword-shield/icon/excadrill.png
Audino,"['Normal', '']",445,103,60,86,60,86,50,https://pokemondb.net/pokedex/audino,https://img.pokemondb.net/sprites/sword-shield/icon/audino.png
Timburr,"['Fighting', '']",305,75,80,55,25,35,35,https://pokemondb.net/pokedex/timburr,https://img.pokemondb.net/sprites/sword-shield/icon/timburr.png
Gurdurr,"['Fighting', '']",405,85,105,85,40,50,40,https://pokemondb.net/pokedex/gurdurr,https://img.pokemondb.net/sprites/sword-shield/icon/gurdurr.png
Conkeldurr,"['Fighting', '']",505,105,140,95,55,65,45,https://pokemondb.net/pokedex/conkeldurr,https://img.pokemondb.net/sprites/sword-shield/icon/conkeldurr.png
Tympole,"['Water', '']",294,50,50,40,50,40,64,https://pokemondb.net/pokedex/tympole,https://img.pokemondb.net/sprites/sword-shield/icon/tympole.png
Palpitoad,"['Water', 'Ground']",384,75,65,55,65,55,69,https://pokemondb.net/pokedex/palpitoad,https://img.pokemondb.net/sprites/sword-shield/icon/palpitoad.png
Seismitoad,"['Water', 'Ground']",509,105,95,75,85,75,74,https://pokemondb.net/pokedex/seismitoad,https://img.pokemondb.net/sprites/sword-shield/icon/seismitoad.png
Throh,"['Fighting', '']",465,120,100,85,30,85,45,https://pokemondb.net/pokedex/throh,https://img.pokemondb.net/sprites/sword-shield/icon/throh.png
Sawk,"['Fighting', '']",465,75,125,75,30,75,85,https://pokemondb.net/pokedex/sawk,https://img.pokemondb.net/sprites/sword-shield/icon/sawk.png
Sewaddle,"['Bug', 'Grass']",310,45,53,70,40,60,42,https://pokemondb.net/pokedex/sewaddle,https://img.pokemondb.net/sprites/sword-shield/icon/sewaddle.png
Swadloon,"['Bug', 'Grass']",380,55,63,90,50,80,42,https://pokemondb.net/pokedex/swadloon,https://img.pokemondb.net/sprites/sword-shield/icon/swadloon.png
Leavanny,"['Bug', 'Grass']",500,75,103,80,70,80,92,https://pokemondb.net/pokedex/leavanny,https://img.pokemondb.net/sprites/sword-shield/icon/leavanny.png
Venipede,"['Bug', 'Poison']",260,30,45,59,30,39,57,https://pokemondb.net/pokedex/venipede,https://img.pokemondb.net/sprites/sword-shield/icon/venipede.png
Whirlipede,"['Bug', 'Poison']",360,40,55,99,40,79,47,https://pokemondb.net/pokedex/whirlipede,https://img.pokemondb.net/sprites/sword-shield/icon/whirlipede.png
Scolipede,"['Bug', 'Poison']",485,60,100,89,55,69,112,https://pokemondb.net/pokedex/scolipede,https://img.pokemondb.net/sprites/sword-shield/icon/scolipede.png
Cottonee,"['Grass', 'Fairy']",280,40,27,60,37,50,66,https://pokemondb.net/pokedex/cottonee,https://img.pokemondb.net/sprites/sword-shield/icon/cottonee.png
Whimsicott,"['Grass', 'Fairy']",480,60,67,85,77,75,116,https://pokemondb.net/pokedex/whimsicott,https://img.pokemondb.net/sprites/sword-shield/icon/whimsicott.png
Petilil,"['Grass', '']",280,45,35,50,70,50,30,https://pokemondb.net/pokedex/petilil,https://img.pokemondb.net/sprites/sword-shield/icon/petilil.png
Lilligant,"['Grass', '']",480,70,60,75,110,75,90,https://pokemondb.net/pokedex/lilligant,https://img.pokemondb.net/sprites/sword-shield/icon/lilligant.png
Basculin,"['Water', '']",460,70,92,65,80,55,98,https://pokemondb.net/pokedex/basculin,https://img.pokemondb.net/sprites/sword-shield/icon/basculin-red-striped.png
Sandile,"['Ground', 'Dark']",292,50,72,35,35,35,65,https://pokemondb.net/pokedex/sandile,https://img.pokemondb.net/sprites/sword-shield/icon/sandile.png
Krokorok,"['Ground', 'Dark']",351,60,82,45,45,45,74,https://pokemondb.net/pokedex/krokorok,https://img.pokemondb.net/sprites/sword-shield/icon/krokorok.png
Krookodile,"['Ground', 'Dark']",519,95,117,80,65,70,92,https://pokemondb.net/pokedex/krookodile,https://img.pokemondb.net/sprites/sword-shield/icon/krookodile.png
Darumaka,"['Fire', '']",315,70,90,45,15,45,50,https://pokemondb.net/pokedex/darumaka,https://img.pokemondb.net/sprites/sword-shield/icon/darumaka.png
Darmanitan,"['Fire', '']",480,105,140,55,30,55,95,https://pokemondb.net/pokedex/darmanitan,https://img.pokemondb.net/sprites/sword-shield/icon/darmanitan-standard.png
Maractus,"['Grass', '']",461,75,86,67,106,67,60,https://pokemondb.net/pokedex/maractus,https://img.pokemondb.net/sprites/sword-shield/icon/maractus.png
Dwebble,"['Bug', 'Rock']",325,50,65,85,35,35,55,https://pokemondb.net/pokedex/dwebble,https://img.pokemondb.net/sprites/sword-shield/icon/dwebble.png
Crustle,"['Bug', 'Rock']",485,70,105,125,65,75,45,https://pokemondb.net/pokedex/crustle,https://img.pokemondb.net/sprites/sword-shield/icon/crustle.png
Scraggy,"['Dark', 'Fighting']",348,50,75,70,35,70,48,https://pokemondb.net/pokedex/scraggy,https://img.pokemondb.net/sprites/sword-shield/icon/scraggy.png
Scrafty,"['Dark', 'Fighting']",488,65,90,115,45,115,58,https://pokemondb.net/pokedex/scrafty,https://img.pokemondb.net/sprites/sword-shield/icon/scrafty.png
Sigilyph,"['Psychic', 'Flying']",490,72,58,80,103,80,97,https://pokemondb.net/pokedex/sigilyph,https://img.pokemondb.net/sprites/sword-shield/icon/sigilyph.png
Yamask,"['Ghost', '']",303,38,30,85,55,65,30,https://pokemondb.net/pokedex/yamask,https://img.pokemondb.net/sprites/sword-shield/icon/yamask.png
Cofagrigus,"['Ghost', '']",483,58,50,145,95,105,30,https://pokemondb.net/pokedex/cofagrigus,https://img.pokemondb.net/sprites/sword-shield/icon/cofagrigus.png
Tirtouga,"['Water', 'Rock']",355,54,78,103,53,45,22,https://pokemondb.net/pokedex/tirtouga,https://img.pokemondb.net/sprites/sword-shield/icon/tirtouga.png
Carracosta,"['Water', 'Rock']",495,74,108,133,83,65,32,https://pokemondb.net/pokedex/carracosta,https://img.pokemondb.net/sprites/sword-shield/icon/carracosta.png
Archen,"['Rock', 'Flying']",401,55,112,45,74,45,70,https://pokemondb.net/pokedex/archen,https://img.pokemondb.net/sprites/sword-shield/icon/archen.png
Archeops,"['Rock', 'Flying']",567,75,140,65,112,65,110,https://pokemondb.net/pokedex/archeops,https://img.pokemondb.net/sprites/sword-shield/icon/archeops.png
Trubbish,"['Poison', '']",329,50,50,62,40,62,65,https://pokemondb.net/pokedex/trubbish,https://img.pokemondb.net/sprites/sword-shield/icon/trubbish.png
Garbodor,"['Poison', '']",474,80,95,82,60,82,75,https://pokemondb.net/pokedex/garbodor,https://img.pokemondb.net/sprites/sword-shield/icon/garbodor.png
Zorua,"['Dark', '']",330,40,65,40,80,40,65,https://pokemondb.net/pokedex/zorua,https://img.pokemondb.net/sprites/sword-shield/icon/zorua.png
Zoroark,"['Dark', '']",510,60,105,60,120,60,105,https://pokemondb.net/pokedex/zoroark,https://img.pokemondb.net/sprites/sword-shield/icon/zoroark.png
Minccino,"['Normal', '']",300,55,50,40,40,40,75,https://pokemondb.net/pokedex/minccino,https://img.pokemondb.net/sprites/sword-shield/icon/minccino.png
Cinccino,"['Normal', '']",470,75,95,60,65,60,115,https://pokemondb.net/pokedex/cinccino,https://img.pokemondb.net/sprites/sword-shield/icon/cinccino.png
Gothita,"['Psychic', '']",290,45,30,50,55,65,45,https://pokemondb.net/pokedex/gothita,https://img.pokemondb.net/sprites/sword-shield/icon/gothita.png
Gothorita,"['Psychic', '']",390,60,45,70,75,85,55,https://pokemondb.net/pokedex/gothorita,https://img.pokemondb.net/sprites/sword-shield/icon/gothorita.png
Gothitelle,"['Psychic', '']",490,70,55,95,95,110,65,https://pokemondb.net/pokedex/gothitelle,https://img.pokemondb.net/sprites/sword-shield/icon/gothitelle.png
Solosis,"['Psychic', '']",290,45,30,40,105,50,20,https://pokemondb.net/pokedex/solosis,https://img.pokemondb.net/sprites/sword-shield/icon/solosis.png
Duosion,"['Psychic', '']",370,65,40,50,125,60,30,https://pokemondb.net/pokedex/duosion,https://img.pokemondb.net/sprites/sword-shield/icon/duosion.png
Reuniclus,"['Psychic', '']",490,110,65,75,125,85,30,https://pokemondb.net/pokedex/reuniclus,https://img.pokemondb.net/sprites/sword-shield/icon/reuniclus.png
Ducklett,"['Water', 'Flying']",305,62,44,50,44,50,55,https://pokemondb.net/pokedex/ducklett,https://img.pokemondb.net/sprites/sword-shield/icon/ducklett.png
Swanna,"['Water', 'Flying']",473,75,87,63,87,63,98,https://pokemondb.net/pokedex/swanna,https://img.pokemondb.net/sprites/sword-shield/icon/swanna.png
Vanillite,"['Ice', '']",305,36,50,50,65,60,44,https://pokemondb.net/pokedex/vanillite,https://img.pokemondb.net/sprites/sword-shield/icon/vanillite.png
Vanillish,"['Ice', '']",395,51,65,65,80,75,59,https://pokemondb.net/pokedex/vanillish,https://img.pokemondb.net/sprites/sword-shield/icon/vanillish.png
Vanilluxe,"['Ice', '']",535,71,95,85,110,95,79,https://pokemondb.net/pokedex/vanilluxe,https://img.pokemondb.net/sprites/sword-shield/icon/vanilluxe.png
Deerling,"['Normal', 'Grass']",335,60,60,50,40,50,75,https://pokemondb.net/pokedex/deerling,https://img.pokemondb.net/sprites/sword-shield/icon/deerling.png
Sawsbuck,"['Normal', 'Grass']",475,80,100,70,60,70,95,https://pokemondb.net/pokedex/sawsbuck,https://img.pokemondb.net/sprites/sword-shield/icon/sawsbuck.png
Emolga,"['Electric', 'Flying']",428,55,75,60,75,60,103,https://pokemondb.net/pokedex/emolga,https://img.pokemondb.net/sprites/sword-shield/icon/emolga.png
Karrablast,"['Bug', '']",315,50,75,45,40,45,60,https://pokemondb.net/pokedex/karrablast,https://img.pokemondb.net/sprites/sword-shield/icon/karrablast.png
Escavalier,"['Bug', 'Steel']",495,70,135,105,60,105,20,https://pokemondb.net/pokedex/escavalier,https://img.pokemondb.net/sprites/sword-shield/icon/escavalier.png
Foongus,"['Grass', 'Poison']",294,69,55,45,55,55,15,https://pokemondb.net/pokedex/foongus,https://img.pokemondb.net/sprites/sword-shield/icon/foongus.png
Amoonguss,"['Grass', 'Poison']",464,114,85,70,85,80,30,https://pokemondb.net/pokedex/amoonguss,https://img.pokemondb.net/sprites/sword-shield/icon/amoonguss.png
Frillish,"['Water', 'Ghost']",335,55,40,50,65,85,40,https://pokemondb.net/pokedex/frillish,https://img.pokemondb.net/sprites/sword-shield/icon/frillish.png
Jellicent,"['Water', 'Ghost']",480,100,60,70,85,105,60,https://pokemondb.net/pokedex/jellicent,https://img.pokemondb.net/sprites/sword-shield/icon/jellicent.png
Alomomola,"['Water', '']",470,165,75,80,40,45,65,https://pokemondb.net/pokedex/alomomola,https://img.pokemondb.net/sprites/sword-shield/icon/alomomola.png
Joltik,"['Bug', 'Electric']",319,50,47,50,57,50,65,https://pokemondb.net/pokedex/joltik,https://img.pokemondb.net/sprites/sword-shield/icon/joltik.png
Galvantula,"['Bug', 'Electric']",472,70,77,60,97,60,108,https://pokemondb.net/pokedex/galvantula,https://img.pokemondb.net/sprites/sword-shield/icon/galvantula.png
Ferroseed,"['Grass', 'Steel']",305,44,50,91,24,86,10,https://pokemondb.net/pokedex/ferroseed,https://img.pokemondb.net/sprites/sword-shield/icon/ferroseed.png
Ferrothorn,"['Grass', 'Steel']",489,74,94,131,54,116,20,https://pokemondb.net/pokedex/ferrothorn,https://img.pokemondb.net/sprites/sword-shield/icon/ferrothorn.png
Klink,"['Steel', '']",300,40,55,70,45,60,30,https://pokemondb.net/pokedex/klink,https://img.pokemondb.net/sprites/sword-shield/icon/klink.png
Klang,"['Steel', '']",440,60,80,95,70,85,50,https://pokemondb.net/pokedex/klang,https://img.pokemondb.net/sprites/sword-shield/icon/klang.png
Klinklang,"['Steel', '']",520,60,100,115,70,85,90,https://pokemondb.net/pokedex/klinklang,https://img.pokemondb.net/sprites/sword-shield/icon/klinklang.png
Tynamo,"['Electric', '']",275,35,55,40,45,40,60,https://pokemondb.net/pokedex/tynamo,https://img.pokemondb.net/sprites/sword-shield/icon/tynamo.png
Eelektrik,"['Electric', '']",405,65,85,70,75,70,40,https://pokemondb.net/pokedex/eelektrik,https://img.pokemondb.net/sprites/sword-shield/icon/eelektrik.png
Eelektross,"['Electric', '']",515,85,115,80,105,80,50,https://pokemondb.net/pokedex/eelektross,https://img.pokemondb.net/sprites/sword-shield/icon/eelektross.png
Elgyem,"['Psychic', '']",335,55,55,55,85,55,30,https://pokemondb.net/pokedex/elgyem,https://img.pokemondb.net/sprites/sword-shield/icon/elgyem.png
Beheeyem,"['Psychic', '']",485,75,75,75,125,95,40,https://pokemondb.net/pokedex/beheeyem,https://img.pokemondb.net/sprites/sword-shield/icon/beheeyem.png
Litwick,"['Ghost', 'Fire']",275,50,30,55,65,55,20,https://pokemondb.net/pokedex/litwick,https://img.pokemondb.net/sprites/sword-shield/icon/litwick.png
Lampent,"['Ghost', 'Fire']",370,60,40,60,95,60,55,https://pokemondb.net/pokedex/lampent,https://img.pokemondb.net/sprites/sword-shield/icon/lampent.png
Chandelure,"['Ghost', 'Fire']",520,60,55,90,145,90,80,https://pokemondb.net/pokedex/chandelure,https://img.pokemondb.net/sprites/sword-shield/icon/chandelure.png
Axew,"['Dragon', '']",320,46,87,60,30,40,57,https://pokemondb.net/pokedex/axew,https://img.pokemondb.net/sprites/sword-shield/icon/axew.png
Fraxure,"['Dragon', '']",410,66,117,70,40,50,67,https://pokemondb.net/pokedex/fraxure,https://img.pokemondb.net/sprites/sword-shield/icon/fraxure.png
Haxorus,"['Dragon', '']",540,76,147,90,60,70,97,https://pokemondb.net/pokedex/haxorus,https://img.pokemondb.net/sprites/sword-shield/icon/haxorus.png
Cubchoo,"['Ice', '']",305,55,70,40,60,40,40,https://pokemondb.net/pokedex/cubchoo,https://img.pokemondb.net/sprites/sword-shield/icon/cubchoo.png
Beartic,"['Ice', '']",505,95,130,80,70,80,50,https://pokemondb.net/pokedex/beartic,https://img.pokemondb.net/sprites/sword-shield/icon/beartic.png
Cryogonal,"['Ice', '']",515,80,50,50,95,135,105,https://pokemondb.net/pokedex/cryogonal,https://img.pokemondb.net/sprites/sword-shield/icon/cryogonal.png
Shelmet,"['Bug', '']",305,50,40,85,40,65,25,https://pokemondb.net/pokedex/shelmet,https://img.pokemondb.net/sprites/sword-shield/icon/shelmet.png
Accelgor,"['Bug', '']",495,80,70,40,100,60,145,https://pokemondb.net/pokedex/accelgor,https://img.pokemondb.net/sprites/sword-shield/icon/accelgor.png
Stunfisk,"['Ground', 'Electric']",471,109,66,84,81,99,32,https://pokemondb.net/pokedex/stunfisk,https://img.pokemondb.net/sprites/sword-shield/icon/stunfisk.png
Mienfoo,"['Fighting', '']",350,45,85,50,55,50,65,https://pokemondb.net/pokedex/mienfoo,https://img.pokemondb.net/sprites/sword-shield/icon/mienfoo.png
Mienshao,"['Fighting', '']",510,65,125,60,95,60,105,https://pokemondb.net/pokedex/mienshao,https://img.pokemondb.net/sprites/sword-shield/icon/mienshao.png
Druddigon,"['Dragon', '']",485,77,120,90,60,90,48,https://pokemondb.net/pokedex/druddigon,https://img.pokemondb.net/sprites/sword-shield/icon/druddigon.png
Golett,"['Ground', 'Ghost']",303,59,74,50,35,50,35,https://pokemondb.net/pokedex/golett,https://img.pokemondb.net/sprites/sword-shield/icon/golett.png
Golurk,"['Ground', 'Ghost']",483,89,124,80,55,80,55,https://pokemondb.net/pokedex/golurk,https://img.pokemondb.net/sprites/sword-shield/icon/golurk.png
Pawniard,"['Dark', 'Steel']",340,45,85,70,40,40,60,https://pokemondb.net/pokedex/pawniard,https://img.pokemondb.net/sprites/sword-shield/icon/pawniard.png
Bisharp,"['Dark', 'Steel']",490,65,125,100,60,70,70,https://pokemondb.net/pokedex/bisharp,https://img.pokemondb.net/sprites/sword-shield/icon/bisharp.png
Bouffalant,"['Normal', '']",490,95,110,95,40,95,55,https://pokemondb.net/pokedex/bouffalant,https://img.pokemondb.net/sprites/sword-shield/icon/bouffalant.png
Rufflet,"['Normal', 'Flying']",350,70,83,50,37,50,60,https://pokemondb.net/pokedex/rufflet,https://img.pokemondb.net/sprites/sword-shield/icon/rufflet.png
Braviary,"['Normal', 'Flying']",510,100,123,75,57,75,80,https://pokemondb.net/pokedex/braviary,https://img.pokemondb.net/sprites/sword-shield/icon/braviary.png
Vullaby,"['Dark', 'Flying']",370,70,55,75,45,65,60,https://pokemondb.net/pokedex/vullaby,https://img.pokemondb.net/sprites/sword-shield/icon/vullaby.png
Mandibuzz,"['Dark', 'Flying']",510,110,65,105,55,95,80,https://pokemondb.net/pokedex/mandibuzz,https://img.pokemondb.net/sprites/sword-shield/icon/mandibuzz.png
Heatmor,"['Fire', '']",484,85,97,66,105,66,65,https://pokemondb.net/pokedex/heatmor,https://img.pokemondb.net/sprites/sword-shield/icon/heatmor.png
Durant,"['Bug', 'Steel']",484,58,109,112,48,48,109,https://pokemondb.net/pokedex/durant,https://img.pokemondb.net/sprites/sword-shield/icon/durant.png
Deino,"['Dark', 'Dragon']",300,52,65,50,45,50,38,https://pokemondb.net/pokedex/deino,https://img.pokemondb.net/sprites/sword-shield/icon/deino.png
Zweilous,"['Dark', 'Dragon']",420,72,85,70,65,70,58,https://pokemondb.net/pokedex/zweilous,https://img.pokemondb.net/sprites/sword-shield/icon/zweilous.png
Hydreigon,"['Dark', 'Dragon']",600,92,105,90,125,90,98,https://pokemondb.net/pokedex/hydreigon,https://img.pokemondb.net/sprites/sword-shield/icon/hydreigon.png
Larvesta,"['Bug', 'Fire']",360,55,85,55,50,55,60,https://pokemondb.net/pokedex/larvesta,https://img.pokemondb.net/sprites/sword-shield/icon/larvesta.png
Volcarona,"['Bug', 'Fire']",550,85,60,65,135,105,100,https://pokemondb.net/pokedex/volcarona,https://img.pokemondb.net/sprites/sword-shield/icon/volcarona.png
Cobalion,"['Steel', 'Fighting']",580,91,90,129,90,72,108,https://pokemondb.net/pokedex/cobalion,https://img.pokemondb.net/sprites/sword-shield/icon/cobalion.png
Terrakion,"['Rock', 'Fighting']",580,91,129,90,72,90,108,https://pokemondb.net/pokedex/terrakion,https://img.pokemondb.net/sprites/sword-shield/icon/terrakion.png
Virizion,"['Grass', 'Fighting']",580,91,90,72,90,129,108,https://pokemondb.net/pokedex/virizion,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png
Tornadus,"['Flying', '']",580,79,115,70,125,80,111,https://pokemondb.net/pokedex/tornadus,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus-incarnate.png
Thundurus,"['Electric', 'Flying']",580,79,115,70,125,80,111,https://pokemondb.net/pokedex/thundurus,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus-incarnate.png
Reshiram,"['Dragon', 'Fire']",680,100,120,100,150,120,90,https://pokemondb.net/pokedex/reshiram,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png
Zekrom,"['Dragon', 'Electric']",680,100,150,120,120,100,90,https://pokemondb.net/pokedex/zekrom,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png
Landorus,"['Ground', 'Flying']",600,89,125,90,115,80,101,https://pokemondb.net/pokedex/landorus,https://img.pokemondb.net/sprites/sword-shield/icon/landorus-incarnate.png
Kyurem,"['Dragon', 'Ice']",660,125,130,90,130,90,95,https://pokemondb.net/pokedex/kyurem,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png
Keldeo,"['Water', 'Fighting']",580,91,72,90,129,90,108,https://pokemondb.net/pokedex/keldeo,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo-ordinary.png
Meloetta,"['Normal', 'Psychic']",600,100,77,77,128,128,90,https://pokemondb.net/pokedex/meloetta,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta-aria.png
Genesect,"['Bug', 'Steel']",600,71,120,95,120,95,99,https://pokemondb.net/pokedex/genesect,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png
Chespin,"['Grass', '']",313,56,61,65,48,45,38,https://pokemondb.net/pokedex/chespin,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png
Quilladin,"['Grass', '']",405,61,78,95,56,58,57,https://pokemondb.net/pokedex/quilladin,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png
Chesnaught,"['Grass', 'Fighting']",530,88,107,122,74,75,64,https://pokemondb.net/pokedex/chesnaught,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png
Fennekin,"['Fire', '']",307,40,45,40,62,60,60,https://pokemondb.net/pokedex/fennekin,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png
Braixen,"['Fire', '']",409,59,59,58,90,70,73,https://pokemondb.net/pokedex/braixen,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png
Delphox,"['Fire', 'Psychic']",534,75,69,72,114,100,104,https://pokemondb.net/pokedex/delphox,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png
Froakie,"['Water', '']",314,41,56,40,62,44,71,https://pokemondb.net/pokedex/froakie,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png
Frogadier,"['Water', '']",405,54,63,52,83,56,97,https://pokemondb.net/pokedex/frogadier,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png
Greninja,"['Water', 'Dark']",530,72,95,67,103,71,122,https://pokemondb.net/pokedex/greninja,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png
Bunnelby,"['Normal', '']",237,38,36,38,32,36,57,https://pokemondb.net/pokedex/bunnelby,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png
Diggersby,"['Normal', 'Ground']",423,85,56,77,50,77,78,https://pokemondb.net/pokedex/diggersby,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png
Fletchling,"['Normal', 'Flying']",278,45,50,43,40,38,62,https://pokemondb.net/pokedex/fletchling,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png
Fletchinder,"['Fire', 'Flying']",382,62,73,55,56,52,84,https://pokemondb.net/pokedex/fletchinder,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png
Talonflame,"['Fire', 'Flying']",499,78,81,71,74,69,126,https://pokemondb.net/pokedex/talonflame,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png
Scatterbug,"['Bug', '']",200,38,35,40,27,25,35,https://pokemondb.net/pokedex/scatterbug,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png
Spewpa,"['Bug', '']",213,45,22,60,27,30,29,https://pokemondb.net/pokedex/spewpa,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png
Vivillon,"['Bug', 'Flying']",411,80,52,50,90,50,89,https://pokemondb.net/pokedex/vivillon,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png
Litleo,"['Fire', 'Normal']",369,62,50,58,73,54,72,https://pokemondb.net/pokedex/litleo,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png
Pyroar,"['Fire', 'Normal']",507,86,68,72,109,66,106,https://pokemondb.net/pokedex/pyroar,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png
Flabébé,"['Fairy', '']",303,44,38,39,61,79,42,https://pokemondb.net/pokedex/flabebe,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png
Floette,"['Fairy', '']",371,54,45,47,75,98,52,https://pokemondb.net/pokedex/floette,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png
Florges,"['Fairy', '']",552,78,65,68,112,154,75,https://pokemondb.net/pokedex/florges,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png
Skiddo,"['Grass', '']",350,66,65,48,62,57,52,https://pokemondb.net/pokedex/skiddo,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png
Gogoat,"['Grass', '']",531,123,100,62,97,81,68,https://pokemondb.net/pokedex/gogoat,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png
Pancham,"['Fighting', '']",348,67,82,62,46,48,43,https://pokemondb.net/pokedex/pancham,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png
Pangoro,"['Fighting', 'Dark']",495,95,124,78,69,71,58,https://pokemondb.net/pokedex/pangoro,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png
Furfrou,"['Normal', '']",472,75,80,60,65,90,102,https://pokemondb.net/pokedex/furfrou,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png
Espurr,"['Psychic', '']",355,62,48,54,63,60,68,https://pokemondb.net/pokedex/espurr,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png
